stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
0000000000000000004z,0000000000000000005h,000000000000000000jf,0000000000000000009r,443,520,,http://www.crtm.es,2,0000000000000000000j,,2
000000000000000000fe,00000000000000000025,0000000000000000000c,00000000000000000019,428,403,,http://www.crtm.es,0,0000000000000000002r,,0
000000000000000000ag,0000000000000000007v,0000000000000000008o,0000000000000000004h,706,388,,http://www.crtm.es,1,0000000000000000002j,,1
000000000000000000iu,0000000000000000006q,00000000000000000014,00000000000000000046,203,957,,http://www.crtm.es,2,00000000000000000047,,2
000000000000000000kr,0000000000000000006m,0000000000000000000v,000000000000000000dw,242,666,,http://www.crtm.es,0,0000000000000000004n,,0
000000000000000000m4,0000000000000000003q,0000000000000000008z,000000000000000000e2,247,163,,http://www.crtm.es,1,0000000000000000000b,,1
00000000000000000030,0000000000000000004y,00000000000000000092,00000000000000000013,377,202,,http://www.crtm.es,2,0000000000000000005w,,2
000000000000000000sv,00000000000000000075,000000000000000000b8,00000000000000000005,730,207,,http://www.crtm.es,0,0000000000000000000y,,0
000000000000000000yz,00000000000000000054,000000000000000000bi,0000000000000000003m,827,337,,http://www.crtm.es,1,0000000000000000004k,,1
000000000000000000aw,0000000000000000007p,000000000000000000iq,0000000000000000009t,322,690,00000000000000000004,http://www.crtm.es,2,0000000000000000006c,,2
000000000000000000mg,0000000000000000003v,000000000000000000ab,0000000000000000002p,309,787,00000000000000000003,http://www.crtm.es,0,0000000000000000004z,,0
000000000000000000ix,0000000000000000003j,000000000000000000fp,000000000000000000e0,980,282,00000000000000000001,http://www.crtm.es,1,00000000000000000016,,1
00000000000000000047,0000000000000000007n,000000000000000000fo,00000000000000000085,264,269,00000000000000000002,http://www.crtm.es,2,0000000000000000002b,,2
000000000000000000ew,0000000000000000002f,000000000000000000ey,000000000000000000ff,819,940,00000000000000000004,http://www.crtm.es,0,0000000000000000003w,,0
000000000000000000cd,0000000000000000006s,000000000000000000cg,0000000000000000008g,114,224,00000000000000000003,http://www.crtm.es,1,0000000000000000003o,,1
0000000000000000006g,00000000000000000073,000000000000000000f9,000000000000000000ch,955,779,00000000000000000001,http://www.crtm.es,2,00000000000000000019,,2
0000000000000000006w,0000000000000000001h,00000000000000000044,000000000000000000fz,623,74,00000000000000000002,http://www.crtm.es,0,0000000000000000004h,,0
00000000000000000035,00000000000000000065,0000000000000000004d,0000000000000000006j,63,915,00000000000000000004,http://www.crtm.es,1,00000000000000000046,,1
000000000000000000w4,0000000000000000001s,0000000000000000001a,0000000000000000001k,638,583,00000000000000000003,http://www.crtm.es,2,00000000000000000013,,2
000000000000000000xy,0000000000000000003a,00000000000000000057,000000000000000000cf,453,23,00000000000000000001,http://www.crtm.es,0,00000000000000000005,,0
000000000000000000mf,00000000000000000015,0000000000000000007z,000000000000000000ej,688,598,00000000000000000002,http://www.crtm.es,1,0000000000000000003m,,1
0000000000000000000i,0000000000000000001l,000000000000000000b3,000000000000000000dd,744,413,00000000000000000004,http://www.crtm.es,2,0000000000000000002p,,2
000000000000000000ti,0000000000000000005a,0000000000000000007w,000000000000000000b2,182,648,00000000000000000003,http://www.crtm.es,0,0000000000000000006j,,0
000000000000000000k6,0000000000000000007l,0000000000000000008x,00000000000000000076,705,704,00000000000000000001,http://www.crtm.es,1,0000000000000000001k,,1
000000000000000000nq,0000000000000000000z,0000000000000000007m,0000000000000000004i,177,142,00000000000000000002,http://www.crtm.es,2,0000000000000000004i,,2
0000000000000000009r,0000000000000000000x,0000000000000000001p,0000000000000000004w,575,665,00000000000000000004,http://www.crtm.es,0,0000000000000000004w,,0
000000000000000000jb,00000000000000000032,000000000000000000g1,000000000000000000f0,833,137,00000000000000000003,http://www.crtm.es,1,0000000000000000000i,,1
000000000000000000r5,00000000000000000038,000000000000000000g2,000000000000000000aq,478,535,00000000000000000001,http://www.crtm.es,2,0000000000000000001o,,2
000000000000000000bz,0000000000000000002u,0000000000000000006t,000000000000000000a5,329,793,00000000000000000002,http://www.crtm.es,0,0000000000000000005k,,0
000000000000000000u8,0000000000000000003h,0000000000000000008s,000000000000000000bd,491,438,00000000000000000004,http://www.crtm.es,1,0000000000000000004b,,1
000000000000000000ef,00000000000000000067,00000000000000000040,000000000000000000f4,667,289,00000000000000000003,http://www.crtm.es,2,00000000000000000002,,2
000000000000000000go,0000000000000000007a,000000000000000000dc,0000000000000000000i,198,451,00000000000000000001,http://www.crtm.es,0,0000000000000000001g,,0
000000000000000000xe,0000000000000000003i,000000000000000000ac,000000000000000000d0,112,627,00000000000000000002,http://www.crtm.es,1,00000000000000000066,,1
000000000000000000o5,0000000000000000006x,000000000000000000gf,0000000000000000001o,903,158,00000000000000000004,http://www.crtm.es,2,0000000000000000001x,,2
000000000000000000yc,00000000000000000024,0000000000000000006f,000000000000000000fb,280,72,00000000000000000003,http://www.crtm.es,0,0000000000000000006e,,0
000000000000000000ob,0000000000000000005q,0000000000000000000g,0000000000000000005k,226,863,00000000000000000001,http://www.crtm.es,1,0000000000000000002m,,1
000000000000000000pj,0000000000000000000e,000000000000000000bk,0000000000000000004b,840,240,00000000000000000002,http://www.crtm.es,2,00000000000000000060,,2
000000000000000000sg,0000000000000000005z,000000000000000000b6,000000000000000000dl,660,186,00000000000000000004,http://www.crtm.es,0,00000000000000000042,,0
000000000000000000ae,00000000000000000018,000000000000000000a2,000000000000000000gu,425,800,00000000000000000003,http://www.crtm.es,1,0000000000000000005t,,1
000000000000000000rc,0000000000000000003r,00000000000000000097,00000000000000000002,969,620,00000000000000000001,http://www.crtm.es,2,0000000000000000000o,,2
000000000000000000wk,0000000000000000003s,000000000000000000eu,0000000000000000001g,987,385,00000000000000000002,http://www.crtm.es,0,00000000000000000028,,0
0000000000000000009s,00000000000000000039,000000000000000000fc,0000000000000000009j,446,929,00000000000000000004,http://www.crtm.es,1,0000000000000000001q,,1
000000000000000000ky,0000000000000000000f,0000000000000000006a,0000000000000000008v,506,947,00000000000000000003,http://www.crtm.es,2,0000000000000000003d,,2
000000000000000000me,0000000000000000001e,000000000000000000bl,00000000000000000066,48,406,00000000000000000001,http://www.crtm.es,0,0000000000000000003b,,0
000000000000000000vi,0000000000000000000d,000000000000000000al,0000000000000000001x,248,466,00000000000000000002,http://www.crtm.es,1,0000000000000000001v,,1
00000000000000000003,0000000000000000004o,00000000000000000079,0000000000000000006e,403,8,00000000000000000004,http://www.crtm.es,2,0000000000000000002h,,2
0000000000000000004x,00000000000000000055,000000000000000000bq,0000000000000000002m,397,208,00000000000000000003,http://www.crtm.es,0,0000000000000000002k,,0
000000000000000000c4,00000000000000000045,000000000000000000es,000000000000000000bu,241,363,00000000000000000001,http://www.crtm.es,1,0000000000000000003e,,1
0000000000000000003d,0000000000000000002e,000000000000000000bw,000000000000000000bf,221,357,00000000000000000002,http://www.crtm.es,2,00000000000000000041,,2
000000000000000000p7,00000000000000000062,0000000000000000000t,000000000000000000gk,710,201,00000000000000000004,http://www.crtm.es,0,00000000000000000043,,0
000000000000000000mt,0000000000000000001i,000000000000000000c1,000000000000000000a1,307,181,00000000000000000003,http://www.crtm.es,1,0000000000000000004t,,1
000000000000000000rr,00000000000000000050,0000000000000000004f,0000000000000000008h,928,670,00000000000000000001,http://www.crtm.es,2,0000000000000000000w,,2
0000000000000000002s,00000000000000000006,0000000000000000002q,0000000000000000009k,930,267,00000000000000000002,http://www.crtm.es,0,0000000000000000001n,,0
0000000000000000005q,0000000000000000004c,000000000000000000eq,000000000000000000d6,982,888,00000000000000000004,http://www.crtm.es,1,0000000000000000002n,,1
0000000000000000007d,0000000000000000000k,000000000000000000if,00000000000000000060,316,890,00000000000000000003,http://www.crtm.es,2,0000000000000000001j,,2
0000000000000000009i,0000000000000000004j,0000000000000000002d,000000000000000000fv,153,942,00000000000000000001,http://www.crtm.es,0,0000000000000000001m,,0
0000000000000000004k,0000000000000000005m,0000000000000000005c,000000000000000000fi,960,276,00000000000000000002,http://www.crtm.es,1,0000000000000000005g,,1
000000000000000000dh,0000000000000000005r,000000000000000000hs,000000000000000000am,753,113,00000000000000000004,http://www.crtm.es,2,0000000000000000001f,,2
000000000000000000ia,0000000000000000007u,000000000000000000ds,00000000000000000042,416,920,00000000000000000003,http://www.crtm.es,0,0000000000000000004q,,0
000000000000000000kn,0000000000000000007h,0000000000000000008k,0000000000000000005t,735,713,00000000000000000001,http://www.crtm.es,1,0000000000000000003n,,1
000000000000000000h9,00000000000000000068,0000000000000000009u,000000000000000000at,957,376,00000000000000000002,http://www.crtm.es,2,0000000000000000001r,00000000000000000001,2
00000000000000000059,00000000000000000022,0000000000000000003f,0000000000000000000o,675,695,00000000000000000004,http://www.crtm.es,0,0000000000000000005u,00000000000000000001,0
000000000000000000vs,0000000000000000000n,0000000000000000004r,00000000000000000028,406,917,00000000000000000003,http://www.crtm.es,1,00000000000000000012,00000000000000000001,1
000000000000000000j2,0000000000000000003y,000000000000000000be,0000000000000000001q,475,635,00000000000000000001,http://www.crtm.es,2,0000000000000000005i,00000000000000000001,2
000000000000000000ce,0000000000000000003t,000000000000000000fu,000000000000000000gr,251,366,00000000000000000002,http://www.crtm.es,0,0000000000000000002v,00000000000000000001,0
000000000000000000q2,00000000000000000081,000000000000000000ja,000000000000000000f3,481,435,00000000000000000004,http://www.crtm.es,1,00000000000000000007,00000000000000000001,1
000000000000000000kp,0000000000000000004e,000000000000000000ew,0000000000000000009f,407,211,00000000000000000003,http://www.crtm.es,2,00000000000000000052,00000000000000000001,2
00000000000000000091,00000000000000000020,0000000000000000002x,0000000000000000003d,501,441,00000000000000000001,http://www.crtm.es,0,0000000000000000000m,00000000000000000001,0
000000000000000000eu,0000000000000000006o,0000000000000000009q,0000000000000000003b,927,367,00000000000000000002,http://www.crtm.es,1,00000000000000000069,00000000000000000001,1
0000000000000000001l,00000000000000000056,0000000000000000000j,0000000000000000001v,904,461,00000000000000000004,http://www.crtm.es,2,0000000000000000001w,00000000000000000001,2
000000000000000000ba,00000000000000000008,000000000000000000dq,0000000000000000002h,306,887,00000000000000000003,http://www.crtm.es,0,0000000000000000005f,00000000000000000001,0
000000000000000000et,0000000000000000005s,0000000000000000002r,00000000000000000088,902,864,00000000000000000001,http://www.crtm.es,1,0000000000000000000p,00000000000000000001,1
000000000000000000c2,0000000000000000005l,000000000000000000fg,0000000000000000008q,254,266,00000000000000000002,http://www.crtm.es,2,0000000000000000004p,00000000000000000001,2
000000000000000000mh,00000000000000000051,00000000000000000096,0000000000000000002k,559,862,00000000000000000004,http://www.crtm.es,0,0000000000000000006b,00000000000000000001,0
000000000000000000u4,0000000000000000007f,000000000000000000e4,000000000000000000ae,417,214,00000000000000000003,http://www.crtm.es,1,0000000000000000002c,00000000000000000001,1
000000000000000000l9,0000000000000000007o,0000000000000000002j,000000000000000000fy,761,519,00000000000000000001,http://www.crtm.es,2,0000000000000000004m,00000000000000000001,2
000000000000000000un,00000000000000000035,0000000000000000009o,000000000000000000fs,624,377,00000000000000000002,http://www.crtm.es,0,00000000000000000061,00000000000000000001,0
000000000000000000n6,0000000000000000005v,00000000000000000047,000000000000000000f8,89,721,00000000000000000004,http://www.crtm.es,1,00000000000000000017,00000000000000000001,1
000000000000000000v8,0000000000000000007e,0000000000000000004n,0000000000000000003e,305,584,00000000000000000003,http://www.crtm.es,2,00000000000000000031,00000000000000000001,2
000000000000000000k0,0000000000000000005y,0000000000000000008i,00000000000000000041,876,49,00000000000000000001,http://www.crtm.es,0,0000000000000000000r,00000000000000000001,0
000000000000000000t6,0000000000000000001d,0000000000000000000b,00000000000000000043,587,265,00000000000000000002,http://www.crtm.es,1,0000000000000000002i,00000000000000000001,1
000000000000000000ct,0000000000000000007d,0000000000000000007y,000000000000000000dm,136,836,00000000000000000004,http://www.crtm.es,2,0000000000000000006d,00000000000000000001,2
0000000000000000002h,0000000000000000002o,000000000000000000ad,00000000000000000080,518,547,00000000000000000003,http://www.crtm.es,0,00000000000000000003,00000000000000000001,0
000000000000000000kq,0000000000000000006w,000000000000000000h5,000000000000000000bt,360,96,00000000000000000001,http://www.crtm.es,1,00000000000000000026,00000000000000000001,1
00000000000000000072,0000000000000000004a,000000000000000000af,0000000000000000004t,288,478,00000000000000000002,http://www.crtm.es,2,0000000000000000000a,00000000000000000001,2
000000000000000000pp,0000000000000000004x,000000000000000000il,000000000000000000cu,434,320,00000000000000000004,http://www.crtm.es,0,0000000000000000005e,00000000000000000001,0
000000000000000000pw,0000000000000000005p,0000000000000000006p,000000000000000000er,194,248,00000000000000000003,http://www.crtm.es,1,0000000000000000002t,00000000000000000001,1
000000000000000000h4,0000000000000000007x,0000000000000000005w,0000000000000000000w,217,394,00000000000000000001,http://www.crtm.es,2,0000000000000000003x,00000000000000000001,2
000000000000000000l7,0000000000000000007g,000000000000000000cz,000000000000000000cb,606,154,00000000000000000002,http://www.crtm.es,0,00000000000000000034,00000000000000000001,0
0000000000000000003v,0000000000000000004v,0000000000000000000y,000000000000000000bn,630,177,00000000000000000004,http://www.crtm.es,1,00000000000000000011,00000000000000000001,1
000000000000000000u3,0000000000000000006v,00000000000000000074,0000000000000000001n,245,566,00000000000000000003,http://www.crtm.es,2,0000000000000000001z,00000000000000000001,2
000000000000000000n2,0000000000000000007q,000000000000000000gq,000000000000000000el,325,590,00000000000000000001,http://www.crtm.es,0,00000000000000000063,00000000000000000001,0
0000000000000000003c,0000000000000000004l,000000000000000000ed,000000000000000000et,387,205,00000000000000000002,http://www.crtm.es,1,00000000000000000027,00000000000000000001,1
000000000000000000fz,00000000000000000072,00000000000000000091,0000000000000000002n,990,285,00000000000000000004,http://www.crtm.es,2,00000000000000000010,00000000000000000001,2
0000000000000000004v,0000000000000000004u,000000000000000000ai,000000000000000000ck,524,347,00000000000000000003,http://www.crtm.es,0,0000000000000000003c,00000000000000000001,0
0000000000000000008u,00000000000000000049,0000000000000000006z,000000000000000000dr,516,950,00000000000000000001,http://www.crtm.es,1,0000000000000000002l,00000000000000000001,1
000000000000000000j1,0000000000000000003z,000000000000000000d4,000000000000000000ei,308,484,00000000000000000002,http://www.crtm.es,2,0000000000000000005n,00000000000000000001,2
000000000000000000ar,0000000000000000002y,0000000000000000004k,000000000000000000cn,954,476,00000000000000000004,http://www.crtm.es,0,0000000000000000006h,00000000000000000001,0
000000000000000000g6,0000000000000000000h,0000000000000000006c,000000000000000000cr,597,268,00000000000000000003,http://www.crtm.es,1,00000000000000000004,00000000000000000001,1
000000000000000000q7,0000000000000000003k,000000000000000000gd,000000000000000000eh,396,914,00000000000000000001,http://www.crtm.es,2,0000000000000000002w,00000000000000000001,2
0000000000000000007z,00000000000000000059,0000000000000000004z,000000000000000000bx,215,557,00000000000000000002,http://www.crtm.es,0,0000000000000000003u,00000000000000000001,0
000000000000000000gh,0000000000000000006k,000000000000000000h6,0000000000000000001j,554,356,00000000000000000004,http://www.crtm.es,1,00000000000000000058,00000000000000000001,1
000000000000000000fs,0000000000000000002a,00000000000000000016,000000000000000000bp,287,175,00000000000000000003,http://www.crtm.es,2,00000000000000000053,00000000000000000001,2
000000000000000000tp,00000000000000000036,0000000000000000002b,0000000000000000001m,408,514,00000000000000000001,http://www.crtm.es,0,0000000000000000003p,00000000000000000001,0
000000000000000000vq,0000000000000000000l,0000000000000000003w,000000000000000000dv,527,247,00000000000000000002,http://www.crtm.es,1,0000000000000000002z,00000000000000000001,1
000000000000000000sa,0000000000000000001y,000000000000000000h1,0000000000000000008u,594,368,00000000000000000004,http://www.crtm.es,2,0000000000000000001c,00000000000000000001,2
0000000000000000000k,0000000000000000001u,000000000000000000je,0000000000000000005g,318,487,00000000000000000003,http://www.crtm.es,0,0000000000000000006n,00000000000000000001,0
000000000000000000ws,00000000000000000064,000000000000000000hx,0000000000000000001f,205,554,00000000000000000001,http://www.crtm.es,1,0000000000000000004g,00000000000000000001,1
0000000000000000001h,0000000000000000006g,000000000000000000he,0000000000000000008t,294,278,00000000000000000002,http://www.crtm.es,2,0000000000000000003g,00000000000000000001,2
000000000000000000ou,0000000000000000007b,0000000000000000003o,0000000000000000004q,590,165,00000000000000000004,http://www.crtm.es,0,0000000000000000005h,00000000000000000001,0
000000000000000000au,0000000000000000005o,000000000000000000b9,000000000000000000ao,214,254,00000000000000000003,http://www.crtm.es,1,00000000000000000025,00000000000000000001,1
0000000000000000002p,00000000000000000077,000000000000000000c8,0000000000000000007j,528,550,00000000000000000001,http://www.crtm.es,2,0000000000000000006m,00000000000000000001,2
000000000000000000fn,00000000000000000023,0000000000000000009h,000000000000000000fr,620,174,00000000000000000002,http://www.crtm.es,0,0000000000000000003q,00000000000000000001,0
000000000000000000ye,0000000000000000006y,000000000000000000cw,0000000000000000006u,994,488,00000000000000000004,http://www.crtm.es,1,0000000000000000004y,00000000000000000001,1
000000000000000000vd,00000000000000000071,000000000000000000em,0000000000000000009i,628,580,00000000000000000003,http://www.crtm.es,2,00000000000000000054,00000000000000000001,2
000000000000000000ja,0000000000000000001t,000000000000000000fj,0000000000000000003n,193,954,00000000000000000001,http://www.crtm.es,0,0000000000000000003v,00000000000000000001,0
000000000000000000pi,00000000000000000070,000000000000000000bc,000000000000000000aj,991,588,00000000000000000002,http://www.crtm.es,1,0000000000000000003j,00000000000000000001,1
000000000000000000t7,00000000000000000048,000000000000000000ee,0000000000000000001r,550,153,00000000000000000004,http://www.crtm.es,2,0000000000000000002f,00000000000000000001,2
000000000000000000o0,0000000000000000000s,0000000000000000009r,0000000000000000005u,183,951,00000000000000000003,http://www.crtm.es,0,0000000000000000001h,00000000000000000001,0
000000000000000000q5,0000000000000000005j,00000000000000000019,000000000000000000bj,731,510,00000000000000000001,http://www.crtm.es,1,00000000000000000065,00000000000000000001,1
000000000000000000g3,0000000000000000003l,0000000000000000004h,00000000000000000012,853,143,00000000000000000002,http://www.crtm.es,2,0000000000000000001s,00000000000000000001,2
000000000000000000z0,00000000000000000029,00000000000000000046,000000000000000000cv,732,691,00000000000000000004,http://www.crtm.es,0,0000000000000000003a,00000000000000000001,0
000000000000000000sq,0000000000000000002g,000000000000000000dw,0000000000000000005i,879,813,00000000000000000003,http://www.crtm.es,1,00000000000000000015,00000000000000000001,1
000000000000000000qs,0000000000000000007i,000000000000000000h7,0000000000000000002v,665,958,00000000000000000001,http://www.crtm.es,2,0000000000000000001l,00000000000000000001,2
000000000000000000lt,0000000000000000005d,000000000000000000e2,00000000000000000007,146,692,00000000000000000002,http://www.crtm.es,0,0000000000000000005a,00000000000000000001,0
000000000000000000iq,0000000000000000007k,00000000000000000013,00000000000000000052,778,839,00000000000000000004,http://www.crtm.es,1,0000000000000000000z,00000000000000000001,1
00000000000000000045,00000000000000000009,00000000000000000005,0000000000000000008e,57,625,00000000000000000003,http://www.crtm.es,2,0000000000000000000x,00000000000000000001,2
0000000000000000001t,0000000000000000006i,0000000000000000003m,0000000000000000009a,482,106,00000000000000000001,http://www.crtm.es,0,00000000000000000032,00000000000000000001,0
00000000000000000089,0000000000000000000u,0000000000000000009t,0000000000000000000m,433,738,00000000000000000002,http://www.crtm.es,1,00000000000000000038,00000000000000000001,1
000000000000000000lw,0000000000000000002s,0000000000000000002p,000000000000000000fw,168,17,00000000000000000004,http://www.crtm.es,2,0000000000000000002u,00000000000000000001,2
000000000000000000uu,00000000000000000001,000000000000000000e0,00000000000000000069,341,442,00000000000000000003,http://www.crtm.es,0,0000000000000000003h,00000000000000000001,0
000000000000000000xk,0000000000000000000q,000000000000000000in,00000000000000000095,803,393,00000000000000000001,http://www.crtm.es,1,00000000000000000067,00000000000000000001,1
000000000000000000xz,00000000000000000033,00000000000000000085,000000000000000000de,707,128,00000000000000000002,http://www.crtm.es,2,0000000000000000003i,00000000000000000001,2
000000000000000000ty,00000000000000000037,000000000000000000ff,000000000000000000bs,229,301,00000000000000000004,http://www.crtm.es,0,00000000000000000024,00000000000000000001,0
000000000000000000ak,0000000000000000001b,0000000000000000008g,0000000000000000001w,918,763,00000000000000000003,http://www.crtm.es,1,0000000000000000005q,00000000000000000001,1
00000000000000000049,0000000000000000005x,000000000000000000it,000000000000000000fn,670,667,00000000000000000001,http://www.crtm.es,2,0000000000000000000e,00000000000000000001,2
000000000000000000rz,0000000000000000004s,000000000000000000ch,000000000000000000e8,276,189,00000000000000000002,http://www.crtm.es,0,0000000000000000005z,00000000000000000001,0
000000000000000000p4,0000000000000000006l,000000000000000000fz,0000000000000000005f,122,878,00000000000000000004,http://www.crtm.es,1,00000000000000000018,00000000000000000001,1
000000000000000000ro,00000000000000000030,0000000000000000006j,0000000000000000000p,154,630,00000000000000000003,http://www.crtm.es,2,0000000000000000003r,00000000000000000001,2
000000000000000000hq,0000000000000000007r,0000000000000000001k,000000000000000000dh,986,236,00000000000000000001,http://www.crtm.es,0,0000000000000000003s,00000000000000000001,0
00000000000000000040,0000000000000000005b,000000000000000000cf,000000000000000000dy,420,82,00000000000000000002,http://www.crtm.es,1,00000000000000000039,00000000000000000001,1
000000000000000000pe,00000000000000000021,000000000000000000ej,00000000000000000094,839,114,00000000000000000004,http://www.crtm.es,2,0000000000000000000f,00000000000000000001,2
000000000000000000j6,0000000000000000000c,000000000000000000dd,000000000000000000co,634,946,00000000000000000003,http://www.crtm.es,0,0000000000000000001e,00000000000000000001,0
000000000000000000iy,00000000000000000014,000000000000000000b2,000000000000000000e7,349,380,00000000000000000001,http://www.crtm.es,1,0000000000000000000d,00000000000000000001,1
0000000000000000005u,0000000000000000000v,00000000000000000076,0000000000000000004p,61,799,00000000000000000002,http://www.crtm.es,2,0000000000000000004o,00000000000000000001,2
000000000000000000dv,00000000000000000044,000000000000000000i6,0000000000000000009y,586,594,00000000000000000004,http://www.crtm.es,0,00000000000000000055,00000000000000000001,0
000000000000000000mu,0000000000000000004d,0000000000000000004i,0000000000000000006b,110,309,00000000000000000003,http://www.crtm.es,1,00000000000000000045,00000000000000000001,1
00000000000000000055,0000000000000000001a,0000000000000000004w,0000000000000000002c,851,21,00000000000000000001,http://www.crtm.es,2,0000000000000000002e,00000000000000000001,2
000000000000000000p8,00000000000000000057,000000000000000000f0,0000000000000000004m,946,546,00000000000000000002,http://www.crtm.es,0,00000000000000000062,00000000000000000001,0
000000000000000000rm,0000000000000000007z,000000000000000000aq,0000000000000000007s,389,70,00000000000000000004,http://www.crtm.es,1,0000000000000000001i,00000000000000000001,1
000000000000000000b5,0000000000000000007w,000000000000000000h2,00000000000000000061,867,811,00000000000000000003,http://www.crtm.es,2,00000000000000000050,00000000000000000001,2
000000000000000000yb,0000000000000000007m,000000000000000000a5,000000000000000000gl,353,906,00000000000000000001,http://www.crtm.es,0,00000000000000000006,00000000000000000001,0
000000000000000000lf,0000000000000000001p,000000000000000000bd,000000000000000000ar,106,349,00000000000000000002,http://www.crtm.es,1,0000000000000000004c,00000000000000000001,1
0000000000000000004m,0000000000000000006t,000000000000000000f4,0000000000000000007t,747,827,00000000000000000004,http://www.crtm.es,2,0000000000000000000k,00000000000000000001,2
000000000000000000tw,00000000000000000040,0000000000000000000i,0000000000000000006r,260,313,00000000000000000003,http://www.crtm.es,0,0000000000000000004j,00000000000000000001,0
0000000000000000000o,0000000000000000006f,000000000000000000d0,0000000000000000007c,715,66,00000000000000000001,http://www.crtm.es,1,0000000000000000005m,00000000000000000001,1
000000000000000000nm,0000000000000000000g,0000000000000000001o,000000000000000000g3,437,707,00000000000000000002,http://www.crtm.es,2,0000000000000000005r,00000000000000000001,2
00000000000000000037,0000000000000000006a,000000000000000000fb,00000000000000000017,272,220,00000000000000000004,http://www.crtm.es,0,00000000000000000068,00000000000000000001,0
0000000000000000000z,00000000000000000079,0000000000000000005k,00000000000000000031,477,675,00000000000000000003,http://www.crtm.es,1,00000000000000000022,00000000000000000001,1
000000000000000000qw,0000000000000000000t,0000000000000000004b,0000000000000000000r,303,397,00000000000000000001,http://www.crtm.es,2,0000000000000000000n,00000000000000000001,2
000000000000000000d0,0000000000000000004f,000000000000000000dl,0000000000000000002i,824,232,00000000000000000002,http://www.crtm.es,0,0000000000000000003y,00000000000000000001,0
0000000000000000003t,0000000000000000002q,000000000000000000gu,0000000000000000008y,244,437,00000000000000000004,http://www.crtm.es,1,0000000000000000003t,00000000000000000001,1
000000000000000000xb,0000000000000000002d,000000000000000000h9,0000000000000000008c,299,263,00000000000000000003,http://www.crtm.es,2,0000000000000000004e,00000000000000000001,2
000000000000000000j8,0000000000000000005c,00000000000000000002,0000000000000000006d,720,784,00000000000000000001,http://www.crtm.es,0,00000000000000000020,00000000000000000001,0
000000000000000000m8,0000000000000000003f,0000000000000000001g,000000000000000000bv,567,204,00000000000000000002,http://www.crtm.es,1,00000000000000000056,00000000000000000001,1
000000000000000000y7,0000000000000000004r,0000000000000000009j,00000000000000000003,625,259,00000000000000000004,http://www.crtm.es,2,00000000000000000008,00000000000000000001,2
0000000000000000007n,0000000000000000002x,000000000000000000io,00000000000000000026,115,680,00000000000000000003,http://www.crtm.es,0,0000000000000000005s,00000000000000000001,0
000000000000000000mq,0000000000000000000j,0000000000000000008v,0000000000000000000a,981,527,00000000000000000001,http://www.crtm.es,1,0000000000000000005l,00000000000000000001,1
0000000000000000009z,0000000000000000002r,00000000000000000066,00000000000000000078,290,585,00000000000000000002,http://www.crtm.es,2,00000000000000000051,00000000000000000001,2
000000000000000000wf,0000000000000000002j,0000000000000000001x,0000000000000000005e,486,75,00000000000000000004,http://www.crtm.es,0,00000000000000000035,00000000000000000001,0
000000000000000000cj,00000000000000000047,0000000000000000006e,00000000000000000099,537,941,00000000000000000003,http://www.crtm.es,1,0000000000000000005v,00000000000000000001,1
000000000000000000vl,0000000000000000004n,0000000000000000002m,000000000000000000ga,854,250,00000000000000000001,http://www.crtm.es,2,0000000000000000005y,00000000000000000001,2
00000000000000000004,0000000000000000000b,000000000000000000bu,0000000000000000002t,399,446,00000000000000000002,http://www.crtm.es,0,0000000000000000001d,00000000000000000001,0
0000000000000000006k,0000000000000000007y,000000000000000000bf,000000000000000000gw,293,497,00000000000000000004,http://www.crtm.es,1,0000000000000000002o,00000000000000000001,1
000000000000000000q6,0000000000000000006p,000000000000000000gk,0000000000000000009l,564,814,00000000000000000003,http://www.crtm.es,2,0000000000000000004a,00000000000000000001,2
00000000000000000026,0000000000000000005w,000000000000000000a1,0000000000000000003x,547,359,00000000000000000001,http://www.crtm.es,0,0000000000000000004x,00000000000000000001,0
000000000000000000a5,0000000000000000000y,0000000000000000008h,000000000000000000d2,105,253,00000000000000000002,http://www.crtm.es,1,0000000000000000005p,00000000000000000001,1
000000000000000000oy,00000000000000000074,0000000000000000009k,00000000000000000034,721,524,00000000000000000004,http://www.crtm.es,2,0000000000000000004v,00000000000000000001,2
000000000000000000by,0000000000000000006z,000000000000000000d6,00000000000000000011,593,507,00000000000000000003,http://www.crtm.es,0,0000000000000000004l,00000000000000000001,0
000000000000000000x7,0000000000000000004k,00000000000000000060,000000000000000000ec,292,65,00000000000000000001,http://www.crtm.es,1,0000000000000000004u,00000000000000000001,1
000000000000000000co,0000000000000000006c,000000000000000000fv,0000000000000000008b,538,681,00000000000000000002,http://www.crtm.es,2,00000000000000000049,00000000000000000001,2
000000000000000000ih,0000000000000000004z,000000000000000000fi,00000000000000000090,880,553,00000000000000000004,http://www.crtm.es,0,0000000000000000003z,00000000000000000001,0
000000000000000000n0,00000000000000000016,000000000000000000am,0000000000000000009s,691,252,00000000000000000003,http://www.crtm.es,1,0000000000000000002y,00000000000000000001,1
00000000000000000070,0000000000000000002b,00000000000000000042,0000000000000000001z,822,498,00000000000000000001,http://www.crtm.es,2,0000000000000000000h,00000000000000000001,2
