shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
0000000000000000000f,55887,55847,1008280,12225
00000000000000000004,14609,14569,1003459,23423
0000000000000000000s,25633,25593,1008238,3421
00000000000000000009,4256,4216,1001606,27858
00000000000000000002,20282,20242,1009677,26970
0000000000000000000e,16966,16926,1002062,26545
0000000000000000000t,24568,24528,1005265,23698
00000000000000000001,35639,35599,1002352,34745
00000000000000000007,14740,14700,1008745,8038
0000000000000000000o,57335,57295,1000966,23311
0000000000000000000k,23761,23721,1012566,29842
0000000000000000000c,40351,40311,1007209,21548
0000000000000000000r,55011,54971,1002787,14460
0000000000000000000a,2623,2583,1011086,10036
00000000000000000006,25108,25068,1007643,28640
00000000000000000005,38352,38312,1004210,30673
00000000000000000003,36700,36660,1012487,22644
0000000000000000000l,23686,23646,1008169,15281
0000000000000000000j,22201,22161,1009263,19475
0000000000000000000w,6195,6155,1003497,12809
0000000000000000000m,50648,50608,1014927,23773
0000000000000000000n,46810,46770,1011985,206
0000000000000000000g,18041,18001,1000042,9461
0000000000000000000b,56153,56113,1009923,4630
0000000000000000000q,3189,3149,1001053,20427
0000000000000000000u,12544,12504,1007481,27595
00000000000000000008,25918,25878,1010107,25100
0000000000000000000h,42166,42126,1015278,12303
0000000000000000000i,19159,19119,1003979,28001
0000000000000000000p,26700,26660,1010343,1370
0000000000000000000d,51568,51528,1002690,31531
0000000000000000000v,53964,53924,1006056,30274
0000000000000000000f,49258,49218,1006974,26089
00000000000000000004,10439,10399,1010860,13349
0000000000000000000s,16523,16483,1007216,30362
00000000000000000009,11801,11761,1013412,15346
00000000000000000002,46118,46078,1002715,13621
0000000000000000000e,50583,50543,1007321,7965
0000000000000000000t,31080,31040,1006081,27473
00000000000000000001,11495,11455,1012225,29071
00000000000000000007,30536,30496,1005398,32109
0000000000000000000o,14207,14167,1006036,20762
0000000000000000000k,28352,28312,1013183,24254
0000000000000000000c,51340,51300,1007746,12076
0000000000000000000r,14268,14228,1013888,22305
0000000000000000000a,43114,43074,1002784,30834
00000000000000000006,23636,23596,1012592,8205
00000000000000000005,10101,10061,1012064,3205
00000000000000000003,34730,34690,1000672,4604
0000000000000000000l,24255,24215,1007780,14135
0000000000000000000j,1665,1625,1005358,20568
0000000000000000000w,2152,2112,1011728,8217
0000000000000000000m,11129,11089,1004721,5952
0000000000000000000n,4852,4812,1013789,18013
0000000000000000000g,1554,1514,1002413,32518
0000000000000000000b,3177,3137,1015567,27023
0000000000000000000q,9797,9757,1007447,27497
0000000000000000000u,17152,17112,1001879,11860
00000000000000000008,41021,40981,1014754,15735
0000000000000000000h,17145,17105,1010069,7756
0000000000000000000i,39327,39287,1004665,8758
0000000000000000000p,7209,7169,1001078,19373
0000000000000000000d,34887,34847,1011678,26337
0000000000000000000v,32762,32722,1008607,18968
0000000000000000000f,18527,18487,1013927,8628
00000000000000000004,40230,40190,1003219,7121
0000000000000000000s,25729,25689,1009659,23231
00000000000000000009,16592,16552,1000021,21734
00000000000000000002,5504,5464,1004841,13724
0000000000000000000e,22289,22249,1002575,21109
0000000000000000000t,51389,51349,1013506,8225
00000000000000000001,26126,26086,1008630,16844
00000000000000000007,12663,12623,1015684,22424
0000000000000000000o,54716,54676,1009456,26446
0000000000000000000k,31236,31196,1006010,6226
0000000000000000000c,49247,49207,1000520,6647
0000000000000000000r,7777,7737,1000614,8526
0000000000000000000a,50220,50180,1008892,1685
00000000000000000006,43237,43197,1010695,7758
00000000000000000005,53402,53362,1011963,25883
00000000000000000003,13257,13217,1015671,2439
0000000000000000000l,17208,17168,1003789,33312
0000000000000000000j,54573,54533,1015450,25444
0000000000000000000w,2791,2751,1006222,3890
0000000000000000000m,4771,4731,1005438,7126
0000000000000000000n,44909,44869,1015716,24441
0000000000000000000g,58014,57974,1002917,14545
0000000000000000000b,29328,29288,1005652,19785
0000000000000000000q,48228,48188,1003764,7009
0000000000000000000u,18902,18862,1010620,628
00000000000000000008,1070,1030,1004867,21886
0000000000000000000h,49294,49254,1014285,17485
0000000000000000000i,19151,19111,1003082,31244
0000000000000000000p,24764,24724,1006514,18725
0000000000000000000d,49553,49513,1009374,31315
0000000000000000000v,47345,47305,1003906,28291
0000000000000000000f,47508,47468,1005384,29754
00000000000000000004,32598,32558,1002648,252
0000000000000000000s,21924,21884,1014259,24045
00000000000000000009,23190,23150,1010895,18716
00000000000000000002,2172,2132,1010660,29137
0000000000000000000e,15969,15929,1014951,28079
0000000000000000000t,54744,54704,1005536,31393
00000000000000000001,38012,37972,1009771,19820
00000000000000000007,25537,25497,1009763,3659
0000000000000000000o,56428,56388,1005954,26979
0000000000000000000k,45528,45488,1013689,28723
0000000000000000000c,7806,7766,1012398,34777
0000000000000000000r,40042,40002,1010917,15782
0000000000000000000a,6890,6850,1008205,19130
00000000000000000006,57692,57652,1003525,29322
00000000000000000005,51407,51367,1002906,26540
00000000000000000003,30482,30442,1002990,22488
0000000000000000000l,51847,51807,1009477,15596
0000000000000000000j,36959,36919,1001077,14314
0000000000000000000w,34171,34131,1012975,7465
0000000000000000000m,39631,39591,1004819,6476
0000000000000000000n,37809,37769,1009705,3391
0000000000000000000g,39865,39825,1000059,20598
0000000000000000000b,37402,37362,1014037,15334
0000000000000000000q,41374,41334,1006980,10717
0000000000000000000u,2568,2528,1005896,11560
00000000000000000008,11798,11758,1010432,30884
0000000000000000000h,45392,45352,1003258,13427
0000000000000000000i,14891,14851,1008665,15239
0000000000000000000p,7913,7873,1015652,30024
0000000000000000000d,5249,5209,1011779,14652
0000000000000000000v,50766,50726,1014702,28505
0000000000000000000f,28386,28346,1011013,16741
00000000000000000004,5384,5344,1001963,3973
0000000000000000000s,56669,56629,1002857,5656
00000000000000000009,3847,3807,1011467,28048
00000000000000000002,21307,21267,1001784,18484
0000000000000000000e,46501,46461,1005768,9500
0000000000000000000t,43266,43226,1005754,18820
00000000000000000001,11562,11522,1008586,22614
00000000000000000007,54207,54167,1012192,26567
0000000000000000000o,8061,8021,1007535,29022
0000000000000000000k,41065,41025,1007941,23114
0000000000000000000c,27793,27753,1002182,7688
0000000000000000000r,16065,16025,1010084,26526
0000000000000000000a,7021,6981,1009598,19100
00000000000000000006,23060,23020,1006727,22062
00000000000000000005,2877,2837,1005098,208
00000000000000000003,41125,41085,1004287,14683
0000000000000000000l,42313,42273,1001348,6769
0000000000000000000j,29800,29760,1011593,7824
0000000000000000000w,1744,1704,1005181,19646
0000000000000000000m,12396,12356,1006038,13829
0000000000000000000n,8468,8428,1011847,34394
0000000000000000000g,39556,39516,1011694,23099
0000000000000000000b,45641,45601,1001363,29255
0000000000000000000q,35152,35112,1002713,15564
0000000000000000000u,37522,37482,1000620,15006
00000000000000000008,30038,29998,1006898,31344
0000000000000000000h,50211,50171,1003792,12464
0000000000000000000i,41059,41019,1009465,16198
0000000000000000000p,26341,26301,1002701,19799
0000000000000000000d,45598,45558,1015618,28847
0000000000000000000v,24746,24706,1005344,17538
0000000000000000000f,38820,38780,1000974,9276
00000000000000000004,43830,43790,1001172,23368
0000000000000000000s,40668,40628,1011192,16064
00000000000000000009,31722,31682,1008142,17432
00000000000000000002,50633,50593,1000250,18418
0000000000000000000e,43180,43140,1005126,11281
0000000000000000000t,39608,39568,1014823,29921
00000000000000000001,35645,35605,1009569,7375
00000000000000000007,16192,16152,1015388,6454
0000000000000000000o,8707,8667,1011366,705
0000000000000000000k,5582,5542,1003690,4301
0000000000000000000c,41165,41125,1012633,28550
0000000000000000000r,51993,51953,1007991,8893
0000000000000000000a,12157,12117,1012324,7933
00000000000000000006,32267,32227,1010942,19729
00000000000000000005,18351,18311,1010728,27734
00000000000000000003,31170,31130,1015172,11427
0000000000000000000l,33275,33235,1006725,16376
0000000000000000000j,42670,42630,1012690,15294
0000000000000000000w,16191,16151,1005354,1037
0000000000000000000m,8465,8425,1001849,29047
0000000000000000000n,38830,38790,1014974,29164
0000000000000000000g,29452,29412,1003632,9259
0000000000000000000b,17531,17491,1014484,27810
0000000000000000000q,32736,32696,1004782,29819
0000000000000000000u,12235,12195,1005556,15982
00000000000000000008,51143,51103,1013262,8279
0000000000000000000h,6351,6311,1009067,3458
0000000000000000000i,27257,27217,1015023,8237
0000000000000000000p,34306,34266,1007508,27591
0000000000000000000d,5251,5211,1001549,25032
0000000000000000000v,19490,19450,1003504,30071
0000000000000000000f,6799,6759,1006288,25214
00000000000000000004,35670,35630,1010002,1605
0000000000000000000s,22242,22202,1000445,26953
00000000000000000009,39173,39133,1007446,22431
00000000000000000002,16301,16261,1001637,28140
0000000000000000000e,35085,35045,1007831,9676
0000000000000000000t,13851,13811,1008144,21910
00000000000000000001,42203,42163,1007692,2061
00000000000000000007,3180,3140,1002213,21510
0000000000000000000o,9467,9427,1002999,5264
0000000000000000000k,36416,36376,1004677,2351
0000000000000000000c,2768,2728,1012823,19733
0000000000000000000r,57841,57801,1002832,8744
0000000000000000000a,56257,56217,1009896,15985
00000000000000000006,4146,4106,1002454,17457
00000000000000000005,56612,56572,1001492,24468
00000000000000000003,38919,38879,1007797,21079
0000000000000000000l,8476,8436,1001887,965
0000000000000000000j,41492,41452,1010514,33524
0000000000000000000w,31124,31084,1011420,12565
0000000000000000000m,22143,22103,1002722,34586
0000000000000000000n,48807,48767,1014134,33742
0000000000000000000g,1300,1260,1010042,7208
0000000000000000000b,4951,4911,1002239,16649
0000000000000000000q,638,598,1007215,28938
0000000000000000000u,44753,44713,1002501,2786
00000000000000000008,20262,20222,1004983,30212
0000000000000000000h,45722,45682,1005609,11085
0000000000000000000i,54754,54714,1001729,16561
0000000000000000000p,40432,40392,1007984,7642
0000000000000000000d,46166,46126,1002388,32663
0000000000000000000v,42068,42028,1013996,4209
0000000000000000000f,53996,53956,1005171,18548
00000000000000000004,57002,56962,1014972,12486
0000000000000000000s,22534,22494,1011343,21522
00000000000000000009,43426,43386,1012963,8168
00000000000000000002,18335,18295,1012154,9262
0000000000000000000e,27298,27258,1006942,3496
0000000000000000000t,3969,3929,1003935,33603
00000000000000000001,50831,50791,1003281,31683
00000000000000000007,34932,34892,1008457,27550
0000000000000000000o,43652,43612,1002329,31191
0000000000000000000k,53829,53789,1011771,14926
0000000000000000000c,16588,16548,1006355,11984
0000000000000000000r,4536,4496,1004494,41
0000000000000000000a,46647,46607,1014755,9922
00000000000000000006,10506,10466,1015115,1052
00000000000000000005,32737,32697,1009744,7480
00000000000000000003,12477,12437,1008233,10106
0000000000000000000l,9704,9664,1000530,30030
0000000000000000000j,38659,38619,1014102,24162
0000000000000000000w,45559,45519,1012341,15277
0000000000000000000m,15308,15268,1012207,3978
0000000000000000000n,28369,28329,1010741,29557
0000000000000000000g,55454,55414,1007443,24221
0000000000000000000b,9826,9786,1000911,34003
0000000000000000000q,6974,6934,1010950,28480
0000000000000000000u,48161,48121,1005270,10342
00000000000000000008,44974,44934,1011070,2689
0000000000000000000h,35874,35834,1005883,27150
0000000000000000000i,19461,19421,1014539,6055
0000000000000000000p,37365,37325,1007714,27469
0000000000000000000d,32420,32380,1002233,29256
0000000000000000000v,35766,35726,1010928,34838
0000000000000000000f,45474,45434,1009632,30544
00000000000000000004,16995,16955,1012965,25155
0000000000000000000s,3027,2987,1000921,33227
00000000000000000009,22873,22833,1007251,31923
00000000000000000002,25461,25421,1008418,25135
0000000000000000000e,51739,51699,1003837,16145
0000000000000000000t,10823,10783,1007114,6973
00000000000000000001,9448,9408,1009314,24218
00000000000000000007,53625,53585,1008410,17814
0000000000000000000o,57840,57800,1014994,10859
0000000000000000000k,32084,32044,1013416,27800
0000000000000000000c,54457,54417,1012493,27399
0000000000000000000r,43503,43463,1008975,30360
0000000000000000000a,17771,17731,1003008,27766
00000000000000000006,46224,46184,1011049,19171
00000000000000000005,38678,38638,1009513,16670
00000000000000000003,50157,50117,1001836,34020
0000000000000000000l,27991,27951,1005417,32594
0000000000000000000j,28429,28389,1010634,16146
0000000000000000000w,23561,23521,1005046,7215
0000000000000000000m,42562,42522,1007163,26585
0000000000000000000n,56044,56004,1014048,33378
0000000000000000000g,52603,52563,1004719,13411
0000000000000000000b,19905,19865,1001601,34723
0000000000000000000q,7226,7186,1000542,2714
0000000000000000000u,39001,38961,1010893,7320
00000000000000000008,28320,28280,1008434,19830
0000000000000000000h,43596,43556,1005915,6080
0000000000000000000i,40277,40237,1015296,21389
0000000000000000000p,37103,37063,1001280,30507
0000000000000000000d,22551,22511,1009510,21003
0000000000000000000v,47540,47500,1001110,28977
0000000000000000000f,6589,6549,1013773,12224
00000000000000000004,24171,24131,1004336,33006
0000000000000000000s,39568,39528,1002640,5397
00000000000000000009,48388,48348,1007899,6035
00000000000000000002,7119,7079,1011260,23138
0000000000000000000e,13107,13067,1000423,13182
0000000000000000000t,32872,32832,1002122,32333
00000000000000000001,45147,45107,1013268,24352
00000000000000000007,15607,15567,1010519,7745
0000000000000000000o,38480,38440,1007865,26682
0000000000000000000k,2241,2201,1003032,16473
0000000000000000000c,32667,32627,1002160,13887
0000000000000000000r,10347,10307,1002884,2783
0000000000000000000a,1080,1040,1000079,12591
00000000000000000006,51714,51674,1001032,26356
00000000000000000005,4773,4733,1002935,30414
00000000000000000003,45393,45353,1010008,12063
0000000000000000000l,47121,47081,1002669,19159
0000000000000000000j,46049,46009,1003807,671
0000000000000000000w,33885,33845,1014410,7779
0000000000000000000m,39160,39120,1012392,5357
0000000000000000000n,54993,54953,1011755,17937
0000000000000000000g,32629,32589,1001514,30956
0000000000000000000b,55873,55833,1004675,17853
0000000000000000000q,11221,11181,1014272,20297
0000000000000000000u,5761,5721,1008764,11727
00000000000000000008,34634,34594,1014366,28080
0000000000000000000h,2279,2239,1006025,27788
0000000000000000000i,41863,41823,1006538,24495
0000000000000000000p,20903,20863,1015267,27613
0000000000000000000d,48736,48696,1011205,18026
0000000000000000000v,47033,46993,1011288,4720
0000000000000000000f,15532,15492,1003579,13788
00000000000000000004,48993,48953,1008984,2412
0000000000000000000s,46312,46272,1015437,15566
00000000000000000009,12499,12459,1006142,30139
00000000000000000002,15028,14988,1000324,7446
0000000000000000000e,27028,26988,1015606,1878
0000000000000000000t,30941,30901,1004979,34011
00000000000000000001,31916,31876,1004641,30416
00000000000000000007,13801,13761,1009388,29188
0000000000000000000o,30103,30063,1010322,14753
0000000000000000000k,56757,56717,1011295,18272
0000000000000000000c,25143,25103,1001975,21692
0000000000000000000r,8938,8898,1001869,32179
0000000000000000000a,53293,53253,1013383,10068
00000000000000000006,15174,15134,1003280,4664
00000000000000000005,56113,56073,1015241,28655
00000000000000000003,44272,44232,1011996,34303
0000000000000000000l,3863,3823,1002704,1077
0000000000000000000j,25179,25139,1002823,11677
0000000000000000000w,20384,20344,1003064,25750
0000000000000000000m,23141,23101,1001312,31314
0000000000000000000n,46420,46380,1000147,18082
0000000000000000000g,23664,23624,1004495,22481
0000000000000000000b,16877,16837,1002806,8606
0000000000000000000q,12528,12488,1010994,13926
0000000000000000000u,22046,22006,1000615,3218
00000000000000000008,25333,25293,1010681,23709
0000000000000000000h,20763,20723,1002703,9658
0000000000000000000i,14856,14816,1013790,20
0000000000000000000p,36898,36858,1014772,4840
0000000000000000000d,19409,19369,1006617,22948
0000000000000000000v,56445,56405,1001025,18193
0000000000000000000f,49642,49602,1010972,2574
00000000000000000004,3364,3324,1001398,22890
0000000000000000000s,4424,4384,1011455,18365
00000000000000000009,36915,36875,1007749,34023
00000000000000000002,23523,23483,1005934,33320
0000000000000000000e,17196,17156,1014087,33767
0000000000000000000t,51669,51629,1008711,30222
00000000000000000001,10091,10051,1007758,13505
00000000000000000007,32310,32270,1014389,8629
0000000000000000000o,9146,9106,1007782,33597
0000000000000000000k,3626,3586,1010426,30231
0000000000000000000c,4244,4204,1011386,15683
0000000000000000000r,17378,17338,1007818,31660
0000000000000000000a,52213,52173,1015207,9455
00000000000000000006,25528,25488,1008958,6009
00000000000000000005,34494,34454,1001724,519
00000000000000000003,37659,37619,1002746,25595
0000000000000000000l,3565,3525,1012492,613
0000000000000000000j,53066,53026,1000980,33784
0000000000000000000w,31948,31908,1002281,27095
0000000000000000000m,21545,21505,1003272,8891
0000000000000000000n,4094,4054,1009383,10694
0000000000000000000g,11374,11334,1004585,21228
0000000000000000000b,42787,42747,1009296,25445
0000000000000000000q,44505,44465,1009133,16277
0000000000000000000u,31461,31421,1009879,17632
00000000000000000008,3694,3654,1010938,11962
0000000000000000000h,17651,17611,1005033,21553
0000000000000000000i,39705,39665,1013457,15670
0000000000000000000p,38707,38667,1013545,24674
0000000000000000000d,57175,57135,1000644,3788
0000000000000000000v,26296,26256,1009989,16669
0000000000000000000f,53803,53763,1012753,33778
00000000000000000004,10296,10256,1000210,15449
0000000000000000000s,14406,14366,1002735,28095
00000000000000000009,5225,5185,1009174,6221
00000000000000000002,54774,54734,1010531,5437
0000000000000000000e,45272,45232,1001771,15715
0000000000000000000t,45857,45817,1011407,2916
00000000000000000001,46335,46295,1013796,5651
00000000000000000007,3094,3054,1006853,27099
0000000000000000000o,39087,39047,1013645,30851
0000000000000000000k,49132,49092,1001750,3763
0000000000000000000c,37681,37641,1001827,10619
0000000000000000000r,8889,8849,1015091,17376
0000000000000000000a,41435,41395,1004250,4866
00000000000000000006,17330,17290,1013748,14284
00000000000000000005,41225,41185,1012836,3081
00000000000000000003,8028,7988,1005978,30272
0000000000000000000l,33079,33039,1001816,25605
0000000000000000000j,37992,37952,1013217,18071
0000000000000000000w,54293,54253,1012496,6513
0000000000000000000m,28873,28833,1001725,15890
0000000000000000000n,25197,25157,1000543,32793
0000000000000000000g,50392,50352,1012696,31640
0000000000000000000b,26107,26067,1011997,9373
0000000000000000000q,8065,8025,1002946,3905
0000000000000000000u,42033,41993,1012670,5383
00000000000000000008,4316,4276,1011252,2647
0000000000000000000h,34802,34762,1003840,14258
0000000000000000000i,12192,12152,1014998,10894
0000000000000000000p,40737,40697,1006224,19139
0000000000000000000d,48420,48380,1005922,31500
0000000000000000000v,7649,7609,1006613,22772
0000000000000000000f,41364,41324,1000057,10659
00000000000000000004,148,108,1013553,14950
0000000000000000000s,26176,26136,1009800,17792
00000000000000000009,24763,24723,1015263,5535
00000000000000000002,34378,34338,1006517,9770
0000000000000000000e,9587,9547,1011353,24008
0000000000000000000t,10345,10305,1004362,9762
00000000000000000001,7587,7547,1011866,5953
00000000000000000007,26360,26320,1007086,21034
0000000000000000000o,23643,23603,1014520,13688
0000000000000000000k,11795,11755,1013494,12397
0000000000000000000c,44666,44626,1006673,17401
0000000000000000000r,43760,43720,1014577,10916
0000000000000000000a,41311,41271,1003257,8204
00000000000000000006,22377,22337,1009004,3524
00000000000000000005,5432,5392,1015220,2905
00000000000000000003,4865,4825,1005134,2989
0000000000000000000l,3234,3194,1011819,23317
0000000000000000000j,47846,47806,1010935,33098
0000000000000000000w,26636,26596,1000932,9476
0000000000000000000m,36080,36040,1001554,23863
0000000000000000000n,21459,21419,1013589,16693
0000000000000000000g,44727,44687,1015499,1076
0000000000000000000b,13970,13930,1007334,12974
0000000000000000000q,35376,35336,1003640,4818
0000000000000000000u,51097,51057,1008004,31446
00000000000000000008,55465,55425,1014712,9704
0000000000000000000h,12488,12448,1009160,58
0000000000000000000i,12366,12326,1003250,14036
0000000000000000000p,38250,38210,1007792,6979
0000000000000000000d,46584,46544,1008135,5895
0000000000000000000v,21085,21045,1008306,26548
0000000000000000000f,42448,42408,1009751,24424
00000000000000000004,7647,7607,1012673,10431
0000000000000000000s,40880,40840,1000746,24227
00000000000000000009,46350,46310,1009085,20262
00000000000000000002,6724,6684,1002670,3257
0000000000000000000e,17520,17480,1002628,8664
0000000000000000000t,30074,30034,1009077,26666
00000000000000000001,35321,35281,1010920,20776
00000000000000000007,37787,37747,1004580,27642
0000000000000000000o,34541,34501,1008086,15651
0000000000000000000k,49033,48993,1001072,26000
0000000000000000000c,55992,55952,1003006,18322
0000000000000000000r,40019,39979,1013170,33792
0000000000000000000a,245,205,1006181,31506
00000000000000000006,49650,49610,1014664,24224
00000000000000000005,5300,5260,1012793,11778
00000000000000000003,37440,37400,1008194,28574
0000000000000000000l,50570,50530,1000459,14701
0000000000000000000j,27934,27894,1010834,23537
0000000000000000000w,50187,50147,1004781,11012
0000000000000000000m,35251,35211,1008619,21560
0000000000000000000n,20847,20807,1015169,17364
0000000000000000000g,35184,35144,1004348,1962
0000000000000000000b,4633,4593,1010225,23789
0000000000000000000q,11513,11473,1010667,2856
0000000000000000000u,19930,19890,1001018,11466
00000000000000000008,13276,13236,1006872,17883
0000000000000000000h,3056,3016,1000885,27557
0000000000000000000i,29891,29851,1013923,22444
0000000000000000000p,23766,23726,1003550,31286
0000000000000000000d,41561,41521,1013625,24690
0000000000000000000v,47822,47782,1011709,1783
0000000000000000000f,21142,21102,1011710,31474
00000000000000000004,6571,6531,1005306,16480
0000000000000000000s,42437,42397,1012458,5767
00000000000000000009,48189,48149,1014505,28457
00000000000000000002,51750,51710,1009864,5753
0000000000000000000e,13485,13445,1004944,8585
0000000000000000000t,53634,53594,1006610,20913
00000000000000000001,35787,35747,1005591,12191
00000000000000000007,50556,50516,1007095,32307
0000000000000000000o,24546,24506,1013775,18060
0000000000000000000k,30315,30275,1010265,34112
0000000000000000000c,26371,26331,1012662,7534
0000000000000000000r,2464,2424,1007561,23174
0000000000000000000a,54919,54879,1003589,7940
00000000000000000006,37382,37342,1006344,21423
00000000000000000005,36534,36494,1009768,2181
00000000000000000003,31324,31284,1004738,27787
0000000000000000000l,13868,13828,1009347,24253
0000000000000000000j,46317,46277,1008847,10083
0000000000000000000w,52001,51961,1002318,9597
0000000000000000000m,52757,52717,1014999,22405
0000000000000000000n,57173,57133,1014351,21848
0000000000000000000g,25812,25772,1001728,28888
0000000000000000000b,36678,36638,1010186,6726
0000000000000000000q,3504,3464,1003087,27644
0000000000000000000u,38304,38264,1011115,5097
00000000000000000008,25712,25672,1006384,33438
0000000000000000000h,12478,12438,1002799,4286
0000000000000000000i,9946,9906,1000694,25611
0000000000000000000p,17621,17581,1002216,1347
0000000000000000000d,54516,54476,1015370,25965
0000000000000000000v,36798,36758,1013863,11592
0000000000000000000f,30974,30934,1008864,5180
00000000000000000004,23928,23888,1003987,6037
0000000000000000000s,34905,34865,1002607,11846
00000000000000000009,37118,37078,1013207,28333
00000000000000000002,45953,45913,1006241,11693
0000000000000000000e,10653,10613,1010036,29622
0000000000000000000t,21127,21087,1013815,30767
00000000000000000001,2941,2901,1003065,27264
00000000000000000007,2061,2021,1000537,21219
0000000000000000000o,54335,54295,1014859,34845
0000000000000000000k,39037,38997,1009650,32238
0000000000000000000c,37032,36992,1006644,1362
0000000000000000000r,51837,51797,1007559,29595
0000000000000000000a,34539,34499,1013435,25951
00000000000000000006,48549,48509,1004472,2712
00000000000000000005,38867,38827,1015555,20804
00000000000000000003,37598,37558,1000734,34418
0000000000000000000l,36115,36075,1001020,28907
0000000000000000000j,29929,29889,1012188,20462
0000000000000000000w,32962,32922,1013563,619
0000000000000000000m,52798,52758,1010670,6897
0000000000000000000n,26864,26824,1000573,3791
0000000000000000000g,13610,13570,1002934,17395
0000000000000000000b,36640,36600,1009766,9464
0000000000000000000q,56976,56936,1006717,33070
0000000000000000000u,46448,46408,1004026,2700
00000000000000000008,30440,30400,1013030,18057
0000000000000000000h,56621,56581,1007467,31224
0000000000000000000i,10319,10279,1006719,15617
0000000000000000000p,33954,33914,1005450,5343
0000000000000000000d,6982,6942,1005664,31745
0000000000000000000v,39133,39093,1003738,34797
0000000000000000000f,52572,52532,1004328,20622
00000000000000000004,12403,12363,1004652,23121
0000000000000000000s,5052,5012,1002104,17624
00000000000000000009,12908,12868,1008912,973
00000000000000000002,14003,13963,1008567,17142
0000000000000000000e,4641,4601,1000649,1171
0000000000000000000t,13449,13409,1006023,11191
00000000000000000001,44922,44882,1003494,8141
00000000000000000007,24341,24301,1015495,26110
0000000000000000000o,21111,21071,1005691,18431
0000000000000000000k,36103,36063,1012231,20970
0000000000000000000c,27025,26985,1012011,249
0000000000000000000r,30215,30175,1006334,24789
0000000000000000000a,2171,2131,1004878,5125
00000000000000000006,15727,15687,1008061,31497
00000000000000000005,49783,49743,1011681,22046
00000000000000000003,37486,37446,1007001,20160
0000000000000000000l,21797,21757,1001231,14822
0000000000000000000j,38765,38725,1003172,9568
0000000000000000000w,22906,22866,1000874,15387
0000000000000000000m,33447,33407,1011261,23543
0000000000000000000n,3273,3233,1010859,30891
0000000000000000000g,31773,31733,1007694,27535
0000000000000000000b,55703,55663,1010252,11365
0000000000000000000q,50181,50141,1009152,3689
0000000000000000000u,33799,33759,1014477,33974
00000000000000000008,2806,2766,1003088,21462
0000000000000000000h,25851,25811,1014545,12632
0000000000000000000i,46116,46076,1009554,7990
0000000000000000000p,50099,50059,1011758,33523
0000000000000000000d,13955,13915,1005484,12323
0000000000000000000v,54434,54394,1014822,30355
0000000000000000000f,34694,34654,1009185,23137
00000000000000000004,16014,15974,1009615,17886
0000000000000000000s,31817,31777,1012127,28283
00000000000000000009,32441,32401,1010774,15923
00000000000000000002,40848,40808,1006989,10941
0000000000000000000e,8058,8018,1002894,29503
0000000000000000000t,40339,40299,1000086,18923
00000000000000000001,52107,52067,1001311,10727
00000000000000000007,17726,17686,1002319,18065
0000000000000000000o,31873,31833,1003050,26923
0000000000000000000k,3395,3355,1003479,15171
0000000000000000000c,11926,11886,1015184,6724
0000000000000000000r,38935,38895,1012787,27160
0000000000000000000a,12348,12308,1000437,26684
00000000000000000006,49453,49413,1005510,24773
00000000000000000005,57629,57589,1000838,12689
00000000000000000003,36161,36121,1002549,5353
0000000000000000000l,41061,41021,1000346,19084
0000000000000000000j,26825,26785,1003975,18190
0000000000000000000w,3159,3119,1007919,1848
0000000000000000000m,54817,54777,1012394,23026
0000000000000000000n,55678,55638,1006114,18911
0000000000000000000g,32228,32188,1004532,17831
0000000000000000000b,1522,1482,1008893,14973
0000000000000000000q,4553,4513,1013629,23358
0000000000000000000u,19629,19589,1010596,3631
00000000000000000008,40437,40397,1005771,14483
0000000000000000000h,38977,38937,1004144,4781
0000000000000000000i,22512,22472,1002577,32430
0000000000000000000p,38102,38062,1012454,5555
0000000000000000000d,10768,10728,1013537,13261
0000000000000000000v,55786,55746,1003568,9066
0000000000000000000f,10846,10806,1012533,25297
00000000000000000004,15014,14974,1002032,21691
0000000000000000000s,23640,23600,1007165,15022
00000000000000000009,11069,11029,1012509,22017
00000000000000000002,12100,12060,1011250,27955
0000000000000000000e,18473,18433,1014978,7507
0000000000000000000t,34336,34296,1000601,16640
00000000000000000001,50732,50692,1012981,26760
00000000000000000007,37270,37230,1004574,25627
0000000000000000000o,9430,9390,1006634,1548
0000000000000000000k,52117,52077,1005139,3503
0000000000000000000c,2296,2256,1007881,25902
0000000000000000000r,45977,45937,1006904,6287
0000000000000000000a,16461,16421,1015571,21409
00000000000000000006,50636,50596,1014127,33799
00000000000000000005,43906,43866,1013491,31796
00000000000000000003,15294,15254,1004661,10001
0000000000000000000l,8497,8457,1000054,20170
0000000000000000000j,46574,46534,1012827,444
0000000000000000000w,35463,35423,1003800,7445
0000000000000000000m,50380,50340,1007112,1636
0000000000000000000n,23360,23320,1010658,7830
0000000000000000000g,43312,43272,1004481,8143
0000000000000000000b,5425,5385,1010498,7691
0000000000000000000q,3171,3131,1002950,2212
0000000000000000000u,57721,57681,1013638,2998
00000000000000000008,28787,28747,1000056,25495
0000000000000000000h,56607,56567,1013311,4676
0000000000000000000i,12442,12402,1012947,31559
0000000000000000000p,1234,1194,1012888,31109
0000000000000000000d,23359,23319,1012139,28153
0000000000000000000v,43070,43030,1008134,12822
0000000000000000000f,12988,12948,1009976,2831
00000000000000000004,33363,33323,1013879,9895
0000000000000000000s,49996,49956,1012302,2453
